  -1.8861488657    2.4445324962    2.9953466547
  -2.4111488657    3.3538591702    2.9953466547
  -3.4611488657    3.3538591702    2.9953466547
  -3.9861488657    2.4445324962    2.9953466547
  -1.4062003117    3.4277707289    2.2266933067
  -2.1806529615    4.0988377699    2.2266933067
  -3.1949702227    4.2446745753    2.2266933067
  -1.7432128975    4.1727986146    1.1766933067
  -2.6830218371    4.5292211318    1.1766933067
  -4.5080214368    1.0519749139    1.1766933067
  -2.1806529615    4.0988377699    0.1266933067
  -3.1949702227    4.2446745753    0.1266933067
   2.3747996901    0.3627707274    0.8856933061
   3.1358511372   -1.5174675057    1.9296933061
   4.1158511372   -1.5174675057    1.6671030976
   3.6258511372   -0.6687626100    1.6671030976
   2.6458511372   -0.6687626100    1.6671030976
   2.6458511372   -2.3661724014    1.6671030976
   3.6258511372   -2.3661724014    1.6671030976
   4.8332609286   -1.5174675057    0.9496933061
   4.5090845049   -0.5197550632    0.9496933061
   3.6603796092    0.0968651373    0.9496933061
   2.6113226653    0.0968651373    0.9496933061
   5.0958511372   -1.5174675057   -0.0303066939
   4.8332609286   -0.5374675057   -0.0303066939
   4.1158511372    0.1799422857   -0.0303066939
   3.1358511372    0.4425324943   -0.0303066939
   4.8332609286   -1.5174675057   -1.0103066939
   4.5090845049   -0.5197550632   -1.0103066939
   3.6603796092    0.0968651373   -1.0103066939
   4.1158511372   -1.5174675057   -1.7277164853
   3.6258511372   -0.6687626100   -1.7277164853
   3.1358511372   -1.5174675057   -1.9903066939
   3.0878511362    0.6485324953   -0.8953066943
   1.7433470404    2.3028377691   -1.9453066943
   1.0238511365   -3.6651724020    1.0761030973
   2.0038511365   -3.6651724020    1.0761030973
   0.1406177688   -3.8141799488    0.3586933059
   0.9893226645   -4.4308001493    0.3586933059
   2.0383796084   -4.4308001493    0.3586933059
   2.8870845041   -3.8141799488    0.3586933059
  -0.4461488635   -2.8164675063   -0.6213066941
  -0.1835586550   -3.7964675063   -0.6213066941
   0.5338511365   -4.5138772977   -0.6213066941
   1.5138511365   -4.7764675063   -0.6213066941
   2.4938511365   -4.5138772977   -0.6213066941
  -0.1835586550   -2.8164675063   -1.6013066941
   0.1406177688   -3.8141799488   -1.6013066941
   0.9893226645   -4.4308001493   -1.6013066941
   2.0383796084   -4.4308001493   -1.6013066941
   2.8870845041   -3.8141799488   -1.6013066941
   2.4938511365   -2.8164675063   -2.3187164856
   2.0038511365   -1.9677626106   -2.3187164856
   1.0238511365   -1.9677626106   -2.3187164856
   0.5338511365   -2.8164675063   -2.3187164856
   1.0238511365   -3.6651724020   -2.3187164856
   2.0038511365   -3.6651724020   -2.3187164856
   1.5138511365   -2.8164675063   -2.5813066941
   0.5018511357   -1.6487941793    2.8533466546
   1.5067996897   -1.7227057380    2.0846933066
  -4.4381339743    2.4429063537   -1.1783066939
  -3.7431488655    1.9305324959   -1.9469600419
   1.9368511367   -1.6684675058    1.8596933060
   1.4118511367   -2.5777941797    1.5783466540
   2.4618511367   -2.5777941797    1.5783466540
   2.9868511367   -1.6684675058   -2.0589600419
   1.9368511367   -1.6684675058   -2.3403066940
   0.1549989974    3.3219810467   -0.0223581440
   1.0738177555    3.4098624354   -0.8623581440
   0.1273018436    3.9563336519   -0.8623581440
  -0.9490363380    3.7665461901   -0.8623581440
   1.0738177555    3.4098624354   -1.9006552451
   0.1273018436    3.9563336519   -1.9006552451
  -0.9490363380    3.7665461901   -1.9006552451
   0.8373303595    2.3828324961   -2.7406552451
   0.1549989974    3.3219810467   -2.7406552451
  -0.9490363380    2.9632582209   -2.7406552451
  -0.1501488643    2.3828324961   -3.0615066945
  -1.6336363383    2.2680461894   -2.4490552453
  -2.3361661924    1.4308037119   -2.4490552453
  -2.3361661924    0.3378612789   -2.4490552453
  -1.6336363383   -0.4993811985   -2.4490552453
  -0.5572981567   -0.6891686603   -2.4490552453
   0.1527303592    0.8843324954   -3.2890552453
  -0.5296010029    1.8234810460   -3.2890552453
  -1.6336363383    1.4647582202   -3.2890552453
  -1.6336363383    0.3039067707   -3.2890552453
  -0.5296010029   -0.0548160551   -3.2890552453
  -0.8347488647    0.8843324954   -3.6099066948
   1.6475511365    1.2964324956    1.3634933060
   2.6350303604    1.2964324956    1.0426418566
   1.9526989983    2.2355810462    1.0426418566
   3.2453260839    1.2964324956    0.2026418566
   2.8715177563    2.3234624349    0.2026418566
   1.9250018444    2.8699336514    0.2026418566
   0.8486636628    2.6801461896    0.2026418566
   3.2453260839    1.2964324956   -0.8356552445
   2.8715177563    2.3234624349   -0.8356552445
   1.9250018444    2.8699336514   -0.8356552445
   3.0816260838    0.4996324953   -1.3372581442
   3.0816260838    0.4996324953   -2.3755552453
   2.7078177562    1.5266624345   -2.3755552453
   1.7613018444    2.0731336510   -2.3755552453
   1.7613018444   -1.0738686605   -2.3755552453
